machine_id,timestamp,kwh,kw_demand,power_factor
Solar_PV_System,2026-06-26 01:00:00,0.0,0.0,0.99
CNC_Mill_1,2026-06-26 01:15:00,0.0237,0.09,0.284
CNC_Lathe_1,2026-06-26 01:15:00,0.0369,0.15,0.325
Robotic_Welder_1,2026-06-26 01:15:00,1.649,6.6,0.594
Pick_Place_1,2026-06-26 01:15:00,0.0297,0.12,0.399
Assembly_Conveyor_1,2026-06-26 01:15:00,0.0166,0.07,0.28
Injection_Molder_2,2026-06-26 01:15:00,18.7021,74.81,0.874
Thermoformer_2,2026-06-26 01:15:00,0.0151,0.06,0.399
Packaging_Robot_2,2026-06-26 01:15:00,0.0359,0.14,0.275
Labeling_Machine_2,2026-06-26 01:15:00,0.0337,0.13,0.333
Palletizer_2,2026-06-26 01:15:00,0.0298,0.12,0.378
Solar_PV_System,2026-06-26 01:15:00,0.0,0.0,0.99
CNC_Mill_1,2026-06-26 01:30:00,0.0204,0.08,0.33
CNC_Lathe_1,2026-06-26 01:30:00,0.0224,0.09,0.342
Robotic_Welder_1,2026-06-26 01:30:00,1.6181,6.47,0.465
Pick_Place_1,2026-06-26 01:30:00,0.0287,0.11,0.214
Assembly_Conveyor_1,2026-06-26 01:30:00,0.025,0.1,0.391
Injection_Molder_2,2026-06-26 01:30:00,13.2027,52.81,0.911
Thermoformer_2,2026-06-26 01:30:00,0.024,0.1,0.326
Packaging_Robot_2,2026-06-26 01:30:00,0.0284,0.11,0.36
Labeling_Machine_2,2026-06-26 01:30:00,0.0123,0.05,0.269
Palletizer_2,2026-06-26 01:30:00,0.0241,0.1,0.289
Solar_PV_System,2026-06-26 01:30:00,0.0,0.0,0.99
CNC_Mill_1,2026-06-26 01:45:00,0.0278,0.11,0.294
CNC_Lathe_1,2026-06-26 01:45:00,0.0257,0.1,0.282
Robotic_Welder_1,2026-06-26 01:45:00,1.7333,6.93,0.576
Pick_Place_1,2026-06-26 01:45:00,0.0307,0.12,0.355
Assembly_Conveyor_1,2026-06-26 01:45:00,0.0282,0.11,0.276
Injection_Molder_2,2026-06-26 01:45:00,19.5359,78.14,0.881
Thermoformer_2,2026-06-26 01:45:00,0.0182,0.07,0.285
Packaging_Robot_2,2026-06-26 01:45:00,0.025,0.1,0.277
Labeling_Machine_2,2026-06-26 01:45:00,0.0125,0.05,0.306
Palletizer_2,2026-06-26 01:45:00,0.0355,0.14,0.265
Solar_PV_System,2026-06-26 01:45:00,0.0,0.0,0.99
CNC_Mill_1,2026-06-26 02:00:00,0.0311,0.12,0.295
CNC_Lathe_1,2026-06-26 02:00:00,0.0243,0.1,0.285
Robotic_Welder_1,2026-06-26 02:00:00,1.6915,6.77,0.54
Pick_Place_1,2026-06-26 02:00:00,0.0254,0.1,0.378
Assembly_Conveyor_1,2026-06-26 02:00:00,0.0222,0.09,0.276
Injection_Molder_2,2026-06-26 02:00:00,20.6627,82.65,0.919
Thermoformer_2,2026-06-26 02:00:00,0.0265,0.11,0.332
Packaging_Robot_2,2026-06-26 02:00:00,0.0265,0.11,0.313
Labeling_Machine_2,2026-06-26 02:00:00,0.0245,0.1,0.252
Palletizer_2,2026-06-26 02:00:00,0.0158,0.06,0.33
Solar_PV_System,2026-06-26 02:00:00,0.0,0.0,0.99
CNC_Mill_1,2026-06-26 02:15:00,0.0264,0.11,0.379
CNC_Lathe_1,2026-06-26 02:15:00,0.0183,0.07,0.269
Robotic_Welder_1,2026-06-26 02:15:00,2.05,8.2,0.441
Pick_Place_1,2026-06-26 02:15:00,0.0257,0.1,0.292
Assembly_Conveyor_1,2026-06-26 02:15:00,0.0227,0.09,0.246
Injection_Molder_2,2026-06-26 02:15:00,19.4377,77.75,0.913
Thermoformer_2,2026-06-26 02:15:00,0.0229,0.09,0.346
Packaging_Robot_2,2026-06-26 02:15:00,0.0167,0.07,0.194
Labeling_Machine_2,2026-06-26 02:15:00,0.0195,0.08,0.208
Palletizer_2,2026-06-26 02:15:00,0.031,0.12,0.285
Solar_PV_System,2026-06-26 02:15:00,0.0,0.0,0.99
CNC_Mill_1,2026-06-26 02:30:00,0.0185,0.07,0.377
CNC_Lathe_1,2026-06-26 02:30:00,0.0293,0.12,0.278
Robotic_Welder_1,2026-06-26 02:30:00,1.7142,6.86,0.586
Pick_Place_1,2026-06-26 02:30:00,0.025,0.1,0.303
Assembly_Conveyor_1,2026-06-26 02:30:00,0.0292,0.12,0.348
Injection_Molder_2,2026-06-26 02:30:00,18.0767,72.31,0.902
Thermoformer_2,2026-06-26 02:30:00,0.0159,0.06,0.342
Packaging_Robot_2,2026-06-26 02:30:00,0.0233,0.09,0.265
Labeling_Machine_2,2026-06-26 02:30:00,0.0239,0.1,0.251
Palletizer_2,2026-06-26 02:30:00,0.0264,0.11,0.31
Solar_PV_System,2026-06-26 02:30:00,0.0,0.0,0.99
CNC_Mill_1,2026-06-26 02:45:00,0.0153,0.06,0.274
CNC_Lathe_1,2026-06-26 02:45:00,0.0304,0.12,0.372
Robotic_Welder_1,2026-06-26 02:45:00,1.8981,7.59,0.478
Pick_Place_1,2026-06-26 02:45:00,0.0284,0.11,0.27
Assembly_Conveyor_1,2026-06-26 02:45:00,0.0253,0.1,0.31
Injection_Molder_2,2026-06-26 02:45:00,19.2665,77.07,0.931
Thermoformer_2,2026-06-26 02:45:00,0.0293,0.12,0.361
Packaging_Robot_2,2026-06-26 02:45:00,0.0266,0.11,0.349
Labeling_Machine_2,2026-06-26 02:45:00,0.0296,0.12,0.296
Palletizer_2,2026-06-26 02:45:00,0.0237,0.09,0.356
Solar_PV_System,2026-06-26 02:45:00,0.0,0.0,0.99
CNC_Mill_1,2026-06-26 03:00:00,0.0258,0.1,0.305
CNC_Lathe_1,2026-06-26 03:00:00,0.0285,0.11,0.292
Robotic_Welder_1,2026-06-26 03:00:00,1.78,7.12,0.57
Pick_Place_1,2026-06-26 03:00:00,0.0344,0.14,0.33
Assembly_Conveyor_1,2026-06-26 03:00:00,0.0204,0.08,0.364
Injection_Molder_2,2026-06-26 03:00:00,3.5349,14.14,0.53
Thermoformer_2,2026-06-26 03:00:00,0.0255,0.1,0.204
Packaging_Robot_2,2026-06-26 03:00:00,0.0272,0.11,0.183
Labeling_Machine_2,2026-06-26 03:00:00,0.0311,0.12,0.34
Palletizer_2,2026-06-26 03:00:00,0.0305,0.12,0.214
Solar_PV_System,2026-06-26 03:00:00,0.0,0.0,0.99
CNC_Mill_1,2026-06-26 03:15:00,0.0206,0.08,0.243
CNC_Lathe_1,2026-06-26 03:15:00,0.0152,0.06,0.264
Robotic_Welder_1,2026-06-26 03:15:00,1.6576,6.63,0.476
Pick_Place_1,2026-06-26 03:15:00,0.0241,0.1,0.382
Assembly_Conveyor_1,2026-06-26 03:15:00,0.0195,0.08,0.3
Injection_Molder_2,2026-06-26 03:15:00,16.8535,67.41,0.905
Thermoformer_2,2026-06-26 03:15:00,0.0261,0.1,0.293
Packaging_Robot_2,2026-06-26 03:15:00,0.0196,0.08,0.288
Labeling_Machine_2,2026-06-26 03:15:00,0.0272,0.11,0.289
Palletizer_2,2026-06-26 03:15:00,0.0254,0.1,0.247
Solar_PV_System,2026-06-26 03:15:00,0.0,0.0,0.99
CNC_Mill_1,2026-06-26 03:30:00,0.0267,0.11,0.248
CNC_Lathe_1,2026-06-26 03:30:00,0.0283,0.11,0.277
Robotic_Welder_1,2026-06-26 03:30:00,1.6375,6.55,0.55
Pick_Place_1,2026-06-26 03:30:00,0.026,0.1,0.315
Assembly_Conveyor_1,2026-06-26 03:30:00,0.0221,0.09,0.266
Injection_Molder_2,2026-06-26 03:30:00,17.1902,68.76,0.909
Thermoformer_2,2026-06-26 03:30:00,0.0279,0.11,0.205
Packaging_Robot_2,2026-06-26 03:30:00,0.0226,0.09,0.247
Labeling_Machine_2,2026-06-26 03:30:00,0.0215,0.09,0.223
Palletizer_2,2026-06-26 03:30:00,0.0254,0.1,0.201
Solar_PV_System,2026-06-26 03:30:00,0.0,0.0,0.99
CNC_Mill_1,2026-06-26 03:45:00,0.0261,0.1,0.234
CNC_Lathe_1,2026-06-26 03:45:00,0.0238,0.1,0.284
Robotic_Welder_1,2026-06-26 03:45:00,1.5166,6.07,0.457
Pick_Place_1,2026-06-26 03:45:00,0.0224,0.09,0.33
Assembly_Conveyor_1,2026-06-26 03:45:00,0.026,0.1,0.275
Injection_Molder_2,2026-06-26 03:45:00,20.0733,80.29,0.902
Thermoformer_2,2026-06-26 03:45:00,0.0232,0.09,0.317
Packaging_Robot_2,2026-06-26 03:45:00,0.0235,0.09,0.271
Labeling_Machine_2,2026-06-26 03:45:00,0.0219,0.09,0.304
Palletizer_2,2026-06-26 03:45:00,0.02,0.08,0.314
Solar_PV_System,2026-06-26 03:45:00,0.0,0.0,0.99
CNC_Mill_1,2026-06-26 04:00:00,0.0167,0.07,0.381
CNC_Lathe_1,2026-06-26 04:00:00,0.0371,0.15,0.293
Robotic_Welder_1,2026-06-26 04:00:00,1.7278,6.91,0.559
Pick_Place_1,2026-06-26 04:00:00,0.0314,0.13,0.358
Assembly_Conveyor_1,2026-06-26 04:00:00,0.0295,0.12,0.335
Injection_Molder_2,2026-06-26 04:00:00,15.1889,60.76,0.886
Thermoformer_2,2026-06-26 04:00:00,0.0342,0.14,0.313
Packaging_Robot_2,2026-06-26 04:00:00,0.0202,0.08,0.234
Labeling_Machine_2,2026-06-26 04:00:00,0.0274,0.11,0.226
Palletizer_2,2026-06-26 04:00:00,0.0256,0.1,0.281
Solar_PV_System,2026-06-26 04:00:00,0.0,0.0,0.99
CNC_Mill_1,2026-06-26 04:15:00,0.0243,0.1,0.314
CNC_Lathe_1,2026-06-26 04:15:00,0.0196,0.08,0.242
Robotic_Welder_1,2026-06-26 04:15:00,1.6913,6.77,0.564
Pick_Place_1,2026-06-26 04:15:00,0.0244,0.1,0.246
Assembly_Conveyor_1,2026-06-26 04:15:00,0.0282,0.11,0.307
Injection_Molder_2,2026-06-26 04:15:00,17.3616,69.45,0.888
Thermoformer_2,2026-06-26 04:15:00,0.0293,0.12,0.266
Packaging_Robot_2,2026-06-26 04:15:00,0.0258,0.1,0.279
Labeling_Machine_2,2026-06-26 04:15:00,0.0241,0.1,0.305
Palletizer_2,2026-06-26 04:15:00,0.0246,0.1,0.333
Solar_PV_System,2026-06-26 04:15:00,0.0,0.0,0.99
CNC_Mill_1,2026-06-26 04:30:00,0.0269,0.11,0.304
CNC_Lathe_1,2026-06-26 04:30:00,0.0269,0.11,0.289
Robotic_Welder_1,2026-06-26 04:30:00,1.7626,7.05,0.538
Pick_Place_1,2026-06-26 04:30:00,0.0294,0.12,0.342
Assembly_Conveyor_1,2026-06-26 04:30:00,0.0324,0.13,0.292
Injection_Molder_2,2026-06-26 04:30:00,18.7382,74.95,0.882
Thermoformer_2,2026-06-26 04:30:00,0.0324,0.13,0.313
Packaging_Robot_2,2026-06-26 04:30:00,0.0354,0.14,0.239
Labeling_Machine_2,2026-06-26 04:30:00,0.0234,0.09,0.262
Palletizer_2,2026-06-26 04:30:00,0.0272,0.11,0.315
Solar_PV_System,2026-06-26 04:30:00,0.0,0.0,0.99
CNC_Mill_1,2026-06-26 04:45:00,0.0234,0.09,0.272
CNC_Lathe_1,2026-06-26 04:45:00,0.0243,0.1,0.251
Robotic_Welder_1,2026-06-26 04:45:00,1.7915,7.17,0.537
Pick_Place_1,2026-06-26 04:45:00,0.0223,0.09,0.224
Assembly_Conveyor_1,2026-06-26 04:45:00,0.0271,0.11,0.338
Injection_Molder_2,2026-06-26 04:45:00,18.9311,75.72,0.896
Thermoformer_2,2026-06-26 04:45:00,0.0161,0.06,0.236
Packaging_Robot_2,2026-06-26 04:45:00,0.0173,0.07,0.29
Labeling_Machine_2,2026-06-26 04:45:00,0.019,0.08,0.27
Palletizer_2,2026-06-26 04:45:00,0.0297,0.12,0.301
Solar_PV_System,2026-06-26 04:45:00,0.0,0.0,0.99
CNC_Mill_1,2026-06-26 05:00:00,0.0319,0.13,0.254
CNC_Lathe_1,2026-06-26 05:00:00,0.0253,0.1,0.387
Robotic_Welder_1,2026-06-26 05:00:00,1.7597,7.04,0.52
Pick_Place_1,2026-06-26 05:00:00,0.0089,0.04,0.278
Assembly_Conveyor_1,2026-06-26 05:00:00,0.0194,0.08,0.191
Injection_Molder_2,2026-06-26 05:00:00,3.8205,15.28,0.727
Thermoformer_2,2026-06-26 05:00:00,0.0368,0.15,0.239
Packaging_Robot_2,2026-06-26 05:00:00,0.0248,0.1,0.308
Labeling_Machine_2,2026-06-26 05:00:00,0.0232,0.09,0.327
Palletizer_2,2026-06-26 05:00:00,0.0313,0.13,0.301
Solar_PV_System,2026-06-26 05:00:00,0.0,0.0,0.99
CNC_Mill_1,2026-06-26 05:15:00,0.0304,0.12,0.344
CNC_Lathe_1,2026-06-26 05:15:00,0.0276,0.11,0.397
Robotic_Welder_1,2026-06-26 05:15:00,1.6811,6.72,0.519
Pick_Place_1,2026-06-26 05:15:00,0.0292,0.12,0.307
Assembly_Conveyor_1,2026-06-26 05:15:00,0.0212,0.08,0.294
Injection_Molder_2,2026-06-26 05:15:00,16.9471,67.79,0.91
Thermoformer_2,2026-06-26 05:15:00,0.0326,0.13,0.353
Packaging_Robot_2,2026-06-26 05:15:00,0.0347,0.14,0.271
Labeling_Machine_2,2026-06-26 05:15:00,0.0195,0.08,0.202
Palletizer_2,2026-06-26 05:15:00,0.0245,0.1,0.32
Solar_PV_System,2026-06-26 05:15:00,0.0,0.0,0.99
CNC_Mill_1,2026-06-26 05:30:00,0.0273,0.11,0.327
CNC_Lathe_1,2026-06-26 05:30:00,0.0251,0.1,0.324
Robotic_Welder_1,2026-06-26 05:30:00,1.7281,6.91,0.584
Pick_Place_1,2026-06-26 05:30:00,0.0246,0.1,0.288
Assembly_Conveyor_1,2026-06-26 05:30:00,0.0246,0.1,0.386
Injection_Molder_2,2026-06-26 05:30:00,20.0544,80.22,0.883
Thermoformer_2,2026-06-26 05:30:00,0.0175,0.07,0.265
Packaging_Robot_2,2026-06-26 05:30:00,0.0382,0.15,0.308
Labeling_Machine_2,2026-06-26 05:30:00,0.0306,0.12,0.266
Palletizer_2,2026-06-26 05:30:00,0.0235,0.09,0.33
Solar_PV_System,2026-06-26 05:30:00,0.0,0.0,0.99
CNC_Mill_1,2026-06-26 05:45:00,0.0222,0.09,0.228
CNC_Lathe_1,2026-06-26 05:45:00,0.0356,0.14,0.32
Robotic_Welder_1,2026-06-26 05:45:00,1.4657,5.86,0.556
Pick_Place_1,2026-06-26 05:45:00,0.0273,0.11,0.208
Assembly_Conveyor_1,2026-06-26 05:45:00,0.0206,0.08,0.348
Injection_Molder_2,2026-06-26 05:45:00,20.0219,80.09,0.916
Thermoformer_2,2026-06-26 05:45:00,0.0245,0.1,0.338
Packaging_Robot_2,2026-06-26 05:45:00,0.0218,0.09,0.341
Labeling_Machine_2,2026-06-26 05:45:00,0.038,0.15,0.307
Palletizer_2,2026-06-26 05:45:00,0.0318,0.13,0.341
Solar_PV_System,2026-06-26 05:45:00,0.0,0.0,0.99
CNC_Mill_1,2026-06-26 06:00:00,9.7277,38.91,0.866
CNC_Lathe_1,2026-06-26 06:00:00,1.2486,4.99,0.56
Robotic_Welder_1,2026-06-26 06:00:00,6.5625,26.25,0.764
Pick_Place_1,2026-06-26 06:00:00,2.1698,8.68,0.884
Assembly_Conveyor_1,2026-06-26 06:00:00,2.7511,11.0,0.803
Injection_Molder_2,2026-06-26 06:00:00,20.5947,82.38,0.895
Thermoformer_2,2026-06-26 06:00:00,2.5041,10.02,0.556
Packaging_Robot_2,2026-06-26 06:00:00,0.6218,2.49,0.56
Labeling_Machine_2,2026-06-26 06:00:00,1.0931,4.37,0.901
Palletizer_2,2026-06-26 06:00:00,0.5192,2.08,0.524
Solar_PV_System,2026-06-26 06:00:00,0.9956,3.98,0.99
CNC_Mill_1,2026-06-26 06:15:00,10.8897,43.56,0.858
CNC_Lathe_1,2026-06-26 06:15:00,6.8364,27.35,0.797
Robotic_Welder_1,2026-06-26 06:15:00,4.1802,16.72,0.794
Pick_Place_1,2026-06-26 06:15:00,2.0537,8.21,0.865
Assembly_Conveyor_1,2026-06-26 06:15:00,2.7592,11.04,0.809
Injection_Molder_2,2026-06-26 06:15:00,18.9798,75.92,0.895
Thermoformer_2,2026-06-26 06:15:00,10.9522,43.81,0.895
Packaging_Robot_2,2026-06-26 06:15:00,3.6583,14.63,0.847
Labeling_Machine_2,2026-06-26 06:15:00,1.1826,4.73,0.885
Palletizer_2,2026-06-26 06:15:00,3.7095,14.84,0.812
Solar_PV_System,2026-06-26 06:15:00,0.0,0.0,0.99
CNC_Mill_1,2026-06-26 06:30:00,10.06,40.24,0.84
CNC_Lathe_1,2026-06-26 06:30:00,5.762,23.05,0.823
Robotic_Welder_1,2026-06-26 06:30:00,4.5944,18.38,0.778
Pick_Place_1,2026-06-26 06:30:00,2.1605,8.64,0.845
Assembly_Conveyor_1,2026-06-26 06:30:00,2.9832,11.93,0.807
Injection_Molder_2,2026-06-26 06:30:00,16.1144,64.46,0.9
Thermoformer_2,2026-06-26 06:30:00,9.9695,39.88,0.841
Packaging_Robot_2,2026-06-26 06:30:00,3.6226,14.49,0.822
Labeling_Machine_2,2026-06-26 06:30:00,1.2768,5.11,0.933
Palletizer_2,2026-06-26 06:30:00,2.6773,10.71,0.818
Solar_PV_System,2026-06-26 06:30:00,0.4256,1.7,0.99
CNC_Mill_1,2026-06-26 06:45:00,11.1077,44.43,0.834
CNC_Lathe_1,2026-06-26 06:45:00,4.9906,19.96,0.828
Robotic_Welder_1,2026-06-26 06:45:00,4.5326,18.13,0.786
Pick_Place_1,2026-06-26 06:45:00,2.1281,8.51,0.861
Assembly_Conveyor_1,2026-06-26 06:45:00,1.8896,7.56,0.817
Injection_Molder_2,2026-06-26 06:45:00,16.7918,67.17,0.916
Thermoformer_2,2026-06-26 06:45:00,12.4976,49.99,0.847
Packaging_Robot_2,2026-06-26 06:45:00,3.5468,14.19,0.855
Labeling_Machine_2,2026-06-26 06:45:00,1.1311,4.52,0.917
Palletizer_2,2026-06-26 06:45:00,2.9471,11.79,0.808
Solar_PV_System,2026-06-26 06:45:00,2.7963,11.19,0.99
CNC_Mill_1,2026-06-26 07:00:00,2.1641,8.66,0.475
CNC_Lathe_1,2026-06-26 07:00:00,6.4037,25.61,0.81
Robotic_Welder_1,2026-06-26 07:00:00,0.7568,3.03,0.566
Pick_Place_1,2026-06-26 07:00:00,2.4168,9.67,0.882
Assembly_Conveyor_1,2026-06-26 07:00:00,0.4884,1.95,0.533
Injection_Molder_2,2026-06-26 07:00:00,3.8542,15.42,0.527
Thermoformer_2,2026-06-26 07:00:00,2.7002,10.8,0.577
Packaging_Robot_2,2026-06-26 07:00:00,4.2946,17.18,0.861
Labeling_Machine_2,2026-06-26 07:00:00,1.0276,4.11,0.914
Palletizer_2,2026-06-26 07:00:00,0.483,1.93,0.657
Solar_PV_System,2026-06-26 07:00:00,11.1882,44.75,0.99
CNC_Mill_1,2026-06-26 07:15:00,10.3507,41.4,0.852
CNC_Lathe_1,2026-06-26 07:15:00,5.9109,23.64,0.801
Robotic_Welder_1,2026-06-26 07:15:00,4.5036,18.01,0.765
Pick_Place_1,2026-06-26 07:15:00,2.3408,9.36,0.883
Assembly_Conveyor_1,2026-06-26 07:15:00,2.0322,8.13,0.793
Injection_Molder_2,2026-06-26 07:15:00,17.9523,71.81,0.915
Thermoformer_2,2026-06-26 07:15:00,13.489,53.96,0.875
Packaging_Robot_2,2026-06-26 07:15:00,3.9566,15.83,0.873
Labeling_Machine_2,2026-06-26 07:15:00,1.1948,4.78,0.907
Palletizer_2,2026-06-26 07:15:00,3.4114,13.65,0.807
Solar_PV_System,2026-06-26 07:15:00,8.7594,35.04,0.99
CNC_Mill_1,2026-06-26 07:30:00,9.2491,37.0,0.87
CNC_Lathe_1,2026-06-26 07:30:00,7.0467,28.19,0.826
Robotic_Welder_1,2026-06-26 07:30:00,4.1283,16.51,0.77
Pick_Place_1,2026-06-26 07:30:00,1.932,7.73,0.881
Assembly_Conveyor_1,2026-06-26 07:30:00,3.0442,12.18,0.77
Injection_Molder_2,2026-06-26 07:30:00,19.6268,78.51,0.901
Thermoformer_2,2026-06-26 07:30:00,12.3952,49.58,0.865
Packaging_Robot_2,2026-06-26 07:30:00,3.916,15.66,0.857
Labeling_Machine_2,2026-06-26 07:30:00,1.2088,4.84,0.908
Palletizer_2,2026-06-26 07:30:00,2.7944,11.18,0.805
Solar_PV_System,2026-06-26 07:30:00,9.4754,37.9,0.99
CNC_Mill_1,2026-06-26 07:45:00,10.4763,41.91,0.853
CNC_Lathe_1,2026-06-26 07:45:00,5.4738,21.9,0.82
Robotic_Welder_1,2026-06-26 07:45:00,5.7062,22.82,0.788
Pick_Place_1,2026-06-26 07:45:00,2.182,8.73,0.881
Assembly_Conveyor_1,2026-06-26 07:45:00,2.3726,9.49,0.819
Injection_Molder_2,2026-06-26 07:45:00,17.8615,71.45,0.88
Thermoformer_2,2026-06-26 07:45:00,11.2232,44.89,0.845
Packaging_Robot_2,2026-06-26 07:45:00,3.9392,15.76,0.811
Labeling_Machine_2,2026-06-26 07:45:00,1.1916,4.77,0.921
Palletizer_2,2026-06-26 07:45:00,3.6848,14.74,0.771
Solar_PV_System,2026-06-26 07:45:00,9.9959,39.98,0.99
CNC_Mill_1,2026-06-26 08:00:00,10.2683,41.07,0.855
CNC_Lathe_1,2026-06-26 08:00:00,1.2466,4.99,0.418
Robotic_Welder_1,2026-06-26 08:00:00,0.7841,3.14,0.622
Pick_Place_1,2026-06-26 08:00:00,0.3836,1.53,0.462
Assembly_Conveyor_1,2026-06-26 08:00:00,0.5209,2.08,0.575
Injection_Molder_2,2026-06-26 08:00:00,3.7917,15.17,0.506
Thermoformer_2,2026-06-26 08:00:00,11.5943,46.38,0.882
Packaging_Robot_2,2026-06-26 08:00:00,0.5949,2.38,0.497
Labeling_Machine_2,2026-06-26 08:00:00,1.3153,5.26,0.917
Palletizer_2,2026-06-26 08:00:00,0.5123,2.05,0.61
Solar_PV_System,2026-06-26 08:00:00,21.4923,85.97,0.99
CNC_Mill_1,2026-06-26 08:15:00,10.1903,40.76,0.836
CNC_Lathe_1,2026-06-26 08:15:00,7.3958,29.58,0.813
Robotic_Welder_1,2026-06-26 08:15:00,5.3994,21.6,0.774
Pick_Place_1,2026-06-26 08:15:00,1.9484,7.79,0.865
Assembly_Conveyor_1,2026-06-26 08:15:00,2.1025,8.41,0.809
Injection_Molder_2,2026-06-26 08:15:00,21.1658,84.66,0.892
Thermoformer_2,2026-06-26 08:15:00,10.1539,40.62,0.848
Packaging_Robot_2,2026-06-26 08:15:00,4.1328,16.53,0.828
Labeling_Machine_2,2026-06-26 08:15:00,0.8155,3.26,0.9
Palletizer_2,2026-06-26 08:15:00,2.8375,11.35,0.81
Solar_PV_System,2026-06-26 08:15:00,20.8746,83.5,0.99
CNC_Mill_1,2026-06-26 08:30:00,9.6519,38.61,0.844
CNC_Lathe_1,2026-06-26 08:30:00,7.0341,28.14,0.807
Robotic_Welder_1,2026-06-26 08:30:00,3.964,15.86,0.75
Pick_Place_1,2026-06-26 08:30:00,1.6855,6.74,0.843
Assembly_Conveyor_1,2026-06-26 08:30:00,2.6933,10.77,0.804
Injection_Molder_2,2026-06-26 08:30:00,18.3488,73.4,0.9
Thermoformer_2,2026-06-26 08:30:00,12.35,49.4,0.9
Packaging_Robot_2,2026-06-26 08:30:00,3.4394,13.76,0.838
Labeling_Machine_2,2026-06-26 08:30:00,1.2649,5.06,0.924
Palletizer_2,2026-06-26 08:30:00,3.1529,12.61,0.835
Solar_PV_System,2026-06-26 08:30:00,18.6765,74.71,0.99
CNC_Mill_1,2026-06-26 08:45:00,9.8222,39.29,0.828
CNC_Lathe_1,2026-06-26 08:45:00,6.8838,27.54,0.78
Robotic_Welder_1,2026-06-26 08:45:00,5.0952,20.38,0.765
Pick_Place_1,2026-06-26 08:45:00,2.4386,9.75,0.873
Assembly_Conveyor_1,2026-06-26 08:45:00,3.0033,12.01,0.804
Injection_Molder_2,2026-06-26 08:45:00,16.2931,65.17,0.881
Thermoformer_2,2026-06-26 08:45:00,13.185,52.74,0.845
Packaging_Robot_2,2026-06-26 08:45:00,3.3397,13.36,0.867
Labeling_Machine_2,2026-06-26 08:45:00,1.0178,4.07,0.92
Palletizer_2,2026-06-26 08:45:00,3.1364,12.55,0.81
Solar_PV_System,2026-06-26 08:45:00,19.4071,77.63,0.99
CNC_Mill_1,2026-06-26 09:00:00,1.9372,7.75,0.629
CNC_Lathe_1,2026-06-26 09:00:00,5.2525,21.01,0.819
Robotic_Welder_1,2026-06-26 09:00:00,0.7584,3.03,0.564
Pick_Place_1,2026-06-26 09:00:00,0.3757,1.5,0.566
Assembly_Conveyor_1,2026-06-26 09:00:00,0.5263,2.11,0.569
Injection_Molder_2,2026-06-26 09:00:00,22.5709,90.28,0.917
Thermoformer_2,2026-06-26 09:00:00,2.6293,10.52,0.547
Packaging_Robot_2,2026-06-26 09:00:00,3.6755,14.7,0.835
Labeling_Machine_2,2026-06-26 09:00:00,0.2663,1.07,0.621
Palletizer_2,2026-06-26 09:00:00,0.5378,2.15,0.474
Solar_PV_System,2026-06-26 09:00:00,25.6881,102.75,0.99
CNC_Mill_1,2026-06-26 09:15:00,10.1189,40.48,0.875
CNC_Lathe_1,2026-06-26 09:15:00,6.2502,25.0,0.836
Robotic_Welder_1,2026-06-26 09:15:00,5.3381,21.35,0.783
Pick_Place_1,2026-06-26 09:15:00,2.1309,8.52,0.854
Assembly_Conveyor_1,2026-06-26 09:15:00,2.3067,9.23,0.804
Injection_Molder_2,2026-06-26 09:15:00,18.1521,72.61,0.891
Thermoformer_2,2026-06-26 09:15:00,12.9283,51.71,0.881
Packaging_Robot_2,2026-06-26 09:15:00,3.9578,15.83,0.849
Labeling_Machine_2,2026-06-26 09:15:00,1.1101,4.44,0.888
Palletizer_2,2026-06-26 09:15:00,3.0933,12.37,0.781
Solar_PV_System,2026-06-26 09:15:00,26.3786,105.51,0.99
CNC_Mill_1,2026-06-26 09:30:00,10.3842,41.54,0.815
CNC_Lathe_1,2026-06-26 09:30:00,6.0443,24.18,0.789
Robotic_Welder_1,2026-06-26 09:30:00,4.7317,18.93,0.796
Pick_Place_1,2026-06-26 09:30:00,1.9239,7.7,0.885
Assembly_Conveyor_1,2026-06-26 09:30:00,2.6728,10.69,0.799
Injection_Molder_2,2026-06-26 09:30:00,19.8667,79.47,0.879
Thermoformer_2,2026-06-26 09:30:00,11.3556,45.42,0.827
Packaging_Robot_2,2026-06-26 09:30:00,3.5925,14.37,0.868
Labeling_Machine_2,2026-06-26 09:30:00,1.1883,4.75,0.911
Palletizer_2,2026-06-26 09:30:00,2.8757,11.5,0.773
Solar_PV_System,2026-06-26 09:30:00,28.8416,115.37,0.99
CNC_Mill_1,2026-06-26 09:45:00,9.4783,37.91,0.851
CNC_Lathe_1,2026-06-26 09:45:00,6.4698,25.88,0.817
Robotic_Welder_1,2026-06-26 09:45:00,5.4009,21.6,0.791
Pick_Place_1,2026-06-26 09:45:00,1.9344,7.74,0.902
Assembly_Conveyor_1,2026-06-26 09:45:00,2.5188,10.08,0.764
Injection_Molder_2,2026-06-26 09:45:00,20.2331,80.93,0.927
Thermoformer_2,2026-06-26 09:45:00,12.7863,51.15,0.845
Packaging_Robot_2,2026-06-26 09:45:00,3.341,13.36,0.83
Labeling_Machine_2,2026-06-26 09:45:00,1.15,4.6,0.924
Palletizer_2,2026-06-26 09:45:00,3.1462,12.58,0.831
Solar_PV_System,2026-06-26 09:45:00,24.548,98.19,0.99
CNC_Mill_1,2026-06-26 10:00:00,2.079,8.32,0.539
